,ZCTA5CE10,NAME,CBSAFP
668,27239,"Winston-Salem, NC",49180
669,27242,"Pinehurst-Southern Pines, NC",38240
670,27243,"Durham-Chapel Hill, NC",20500
671,27243,"Burlington, NC",15500
672,27244,"Greensboro-High Point, NC",24660
673,27244,"Burlington, NC",15500
674,27248,"Greensboro-High Point, NC",24660
675,27249,"Greensboro-High Point, NC",24660
676,27249,"Burlington, NC",15500
677,27252,"Pinehurst-Southern Pines, NC",38240
678,27252,"Sanford, NC",41820
679,27252,"Durham-Chapel Hill, NC",20500
680,27253,"Durham-Chapel Hill, NC",20500
681,27253,"Burlington, NC",15500
682,27258,"Durham-Chapel Hill, NC",20500
683,27258,"Burlington, NC",15500
684,27260,"Greensboro-High Point, NC",24660
685,27260,"Winston-Salem, NC",49180
686,27262,"Greensboro-High Point, NC",24660
687,27262,"Winston-Salem, NC",49180
688,27263,"Greensboro-High Point, NC",24660
689,27263,"Winston-Salem, NC",49180
690,27265,"Greensboro-High Point, NC",24660
691,27265,"Winston-Salem, NC",49180
692,27278,"Durham-Chapel Hill, NC",20500
693,27281,"Rockingham, NC",40460
694,27281,"Pinehurst-Southern Pines, NC",38240
695,27282,"Greensboro-High Point, NC",24660
696,27283,"Greensboro-High Point, NC",24660
697,27284,"Greensboro-High Point, NC",24660
698,27284,"Winston-Salem, NC",49180
699,27288,"Greensboro-High Point, NC",24660
700,27288,"Martinsville, VA",32300
701,27288,"Danville, VA",19260
702,27291,"Durham-Chapel Hill, NC",20500
703,27292,"Charlotte-Concord-Gastonia, NC-SC",16740
704,27292,"Greensboro-High Point, NC",24660
705,27292,"Winston-Salem, NC",49180
706,27295,"Winston-Salem, NC",49180
707,27298,"Greensboro-High Point, NC",24660
708,27298,"Durham-Chapel Hill, NC",20500
709,27298,"Burlington, NC",15500
710,27299,"Charlotte-Concord-Gastonia, NC-SC",16740
711,27299,"Winston-Salem, NC",49180
712,27301,"Greensboro-High Point, NC",24660
713,27302,"Durham-Chapel Hill, NC",20500
714,27302,"Burlington, NC",15500
715,43529,"Toledo, OH",45780
716,43531,,
717,43532,"Toledo, OH",45780
718,43533,"Toledo, OH",45780
719,43533,"Adrian, MI",10300
720,43534,"Toledo, OH",45780
721,43535,,
722,43536,"Defiance, OH",19580
723,43537,"Toledo, OH",45780
724,43540,"Toledo, OH",45780
725,43540,"Adrian, MI",10300
726,43541,"Toledo, OH",45780
727,43542,"Toledo, OH",45780
728,43543,"Hillsdale, MI",25880
729,43545,"Defiance, OH",19580
730,43545,"Toledo, OH",45780
731,43547,"Toledo, OH",45780
732,43548,"Defiance, OH",19580
733,43549,"Defiance, OH",19580
734,43551,"Fremont, OH",23380
735,43551,"Toledo, OH",45780
736,43551,"Port Clinton, OH",38840
737,43553,"Toledo, OH",45780
738,43554,"Hillsdale, MI",25880
739,43555,,
740,43556,"Defiance, OH",19580
741,43557,"Defiance, OH",19580
742,43557,"Toledo, OH",45780
743,43558,"Toledo, OH",45780
744,43560,"Toledo, OH",45780
745,43560,"Adrian, MI",10300
746,43560,"Monroe, MI",33780
747,43565,"Toledo, OH",45780
748,43566,"Toledo, OH",45780
749,43567,"Toledo, OH",45780
750,84401,"Ogden-Clearfield, UT",36260
751,73145,"Oklahoma City, OK",36420
752,73149,"Oklahoma City, OK",36420
753,71960,"Hot Springs, AR",26300
754,73150,"Oklahoma City, OK",36420
755,73151,"Oklahoma City, OK",36420
756,71961,,
757,84403,"Ogden-Clearfield, UT",36260
758,71962,"Hope, AR",26260
759,71962,"Arkadelphia, AR",11660
760,71964,"Malvern, AR",31680
761,71964,"Hot Springs, AR",26300
762,73159,"Oklahoma City, OK",36420
763,71965,,
764,71968,"Hot Springs, AR",26300
765,71969,,
766,71970,"Hot Springs, AR",26300
767,71970,"Russellville, AR",40780
768,71971,,
769,71972,,
770,73160,"Oklahoma City, OK",36420
771,71973,,
772,71998,"Arkadelphia, AR",11660
773,71999,"Arkadelphia, AR",11660
774,84404,"Ogden-Clearfield, UT",36260
775,72001,"Little Rock-North Little Rock-Conway, AR",30780
776,73162,"Oklahoma City, OK",36420
777,94508,"Napa, CA",34900
778,94509,"San Francisco-Oakland-Hayward, CA",41860
779,94509,"Sacramento--Roseville--Arden-Arcade, CA",40900
780,94510,"San Francisco-Oakland-Hayward, CA",41860
781,94510,"Vallejo-Fairfield, CA",46700
782,94511,"San Francisco-Oakland-Hayward, CA",41860
783,94512,"Vallejo-Fairfield, CA",46700
784,94513,"San Francisco-Oakland-Hayward, CA",41860
785,94513,"Stockton-Lodi, CA",44700
786,94514,"San Francisco-Oakland-Hayward, CA",41860
787,94514,"Stockton-Lodi, CA",44700
788,94515,"Santa Rosa, CA",42220
789,94515,"Napa, CA",34900
790,94515,"Clearlake, CA",17340
791,94516,"San Francisco-Oakland-Hayward, CA",41860
792,94517,"San Francisco-Oakland-Hayward, CA",41860
793,94518,"San Francisco-Oakland-Hayward, CA",41860
794,94519,"San Francisco-Oakland-Hayward, CA",41860
795,94520,"San Francisco-Oakland-Hayward, CA",41860
796,94521,"San Francisco-Oakland-Hayward, CA",41860
797,94523,"San Francisco-Oakland-Hayward, CA",41860
798,94525,"San Francisco-Oakland-Hayward, CA",41860
799,94525,"Vallejo-Fairfield, CA",46700
800,94526,"San Francisco-Oakland-Hayward, CA",41860
801,94528,"San Francisco-Oakland-Hayward, CA",41860
802,94530,"San Francisco-Oakland-Hayward, CA",41860
803,94531,"San Francisco-Oakland-Hayward, CA",41860
804,94533,"Vallejo-Fairfield, CA",46700
805,94534,"Vallejo-Fairfield, CA",46700
806,94534,"Napa, CA",34900
807,94535,"Vallejo-Fairfield, CA",46700
808,94536,"San Francisco-Oakland-Hayward, CA",41860
809,94538,"San Jose-Sunnyvale-Santa Clara, CA",41940
810,94538,"San Francisco-Oakland-Hayward, CA",41860
811,94539,"San Jose-Sunnyvale-Santa Clara, CA",41940
812,94539,"San Francisco-Oakland-Hayward, CA",41860
813,94541,"San Francisco-Oakland-Hayward, CA",41860
814,48819,"Lansing-East Lansing, MI",29620
815,39571,"Gulfport-Biloxi-Pascagoula, MS",25060
816,42461,"Evansville, IN-KY",21780
817,39572,"New Orleans-Metairie, LA",35380
818,39572,"Gulfport-Biloxi-Pascagoula, MS",25060
819,42462,"Evansville, IN-KY",21780
820,42463,,
821,48820,"Lansing-East Lansing, MI",29620
822,42464,"Clarksville, TN-KY",17300
823,42464,"Central City, KY",16420
824,42464,"Madisonville, KY",31580
825,48821,"Lansing-East Lansing, MI",29620
826,48822,"Lansing-East Lansing, MI",29620
827,48822,"Ionia, MI",26960
828,39573,"Gulfport-Biloxi-Pascagoula, MS",25060
829,39573,"Picayune, MS",38100
830,42501,"London, KY",30940
831,42501,"Somerset, KY",43700
832,39574,"Gulfport-Biloxi-Pascagoula, MS",25060
833,48823,"Lansing-East Lansing, MI",29620
834,48823,"Owosso, MI",37020
835,48825,"Lansing-East Lansing, MI",29620
836,39576,"Gulfport-Biloxi-Pascagoula, MS",25060
837,42503,"London, KY",30940
838,42503,"Somerset, KY",43700
839,42503,"Richmond-Berea, KY",40080
840,42516,"Somerset, KY",43700
841,42518,"Somerset, KY",43700
842,48827,"Battle Creek, MI",12980
843,48827,"Jackson, MI",27100
844,48827,"Lansing-East Lansing, MI",29620
845,42519,"Somerset, KY",43700
846,39577,"Hattiesburg, MS",25620
847,48829,"Grand Rapids-Wyoming, MI",24340
848,48829,"Mount Pleasant, MI",34380
849,48829,"Big Rapids, MI",13660
850,42528,,
851,42533,"Somerset, KY",43700
852,48831,"Lansing-East Lansing, MI",29620
853,48831,"Owosso, MI",37020
854,48831,"Alma, MI",10940
855,48831,"Saginaw, MI",40980
856,48832,"Alma, MI",10940
857,48832,"Mount Pleasant, MI",34380
858,39581,"Gulfport-Biloxi-Pascagoula, MS",25060
859,48834,"Grand Rapids-Wyoming, MI",24340
860,48834,"Ionia, MI",26960
861,42539,,
862,42541,"Danville, KY",19220
863,48835,"Lansing-East Lansing, MI",29620
864,48835,"Alma, MI",10940
865,48836,"Detroit-Warren-Dearborn, MI",19820
866,48836,"Lansing-East Lansing, MI",29620
867,48836,"Owosso, MI",37020
868,42544,"Somerset, KY",43700
869,42553,"Somerset, KY",43700
870,42553,"Danville, KY",19220
871,42565,"Somerset, KY",43700
872,95916,"Chico, CA",17020
873,95917,"Chico, CA",17020
874,95918,"Yuba City, CA",49700
875,95918,"Truckee-Grass Valley, CA",46020
876,95918,"Chico, CA",17020
877,95919,"Yuba City, CA",49700
878,95920,"Chico, CA",17020
879,95922,"Yuba City, CA",49700
880,95922,"Truckee-Grass Valley, CA",46020
881,95923,,
882,95925,"Yuba City, CA",49700
883,95925,"Chico, CA",17020
884,95926,"Chico, CA",17020
885,95928,"Chico, CA",17020
886,95930,"Yuba City, CA",49700
887,95930,"Chico, CA",17020
888,95932,"Yuba City, CA",49700
889,95932,"Chico, CA",17020
890,95934,,
891,95935,"Yuba City, CA",49700
892,95935,"Truckee-Grass Valley, CA",46020
893,95936,,
894,95937,"Sacramento--Roseville--Arden-Arcade, CA",40900
895,95938,"Chico, CA",17020
896,95939,"Clearlake, CA",17340
897,95939,"Ukiah, CA",46380
898,95941,"Yuba City, CA",49700
899,95941,"Chico, CA",17020
900,95942,"Chico, CA",17020
901,95942,"Red Bluff, CA",39780
902,95943,"Chico, CA",17020
903,95944,"Yuba City, CA",49700
904,95945,"Sacramento--Roseville--Arden-Arcade, CA",40900
905,95945,"Truckee-Grass Valley, CA",46020
906,95946,"Yuba City, CA",49700
907,95946,"Truckee-Grass Valley, CA",46020
908,95947,"Susanville, CA",45000
909,95948,"Yuba City, CA",49700
910,95948,"Chico, CA",17020
911,95949,"Sacramento--Roseville--Arden-Arcade, CA",40900
912,95949,"Yuba City, CA",49700
913,95949,"Truckee-Grass Valley, CA",46020
914,95950,"Yuba City, CA",49700
915,95951,"Chico, CA",17020
916,95953,"Yuba City, CA",49700
917,95953,"Chico, CA",17020
918,95954,"Chico, CA",17020
919,95955,,
920,95956,"Chico, CA",17020
921,95957,"Yuba City, CA",49700
922,95959,"Sacramento--Roseville--Arden-Arcade, CA",40900
923,95959,"Yuba City, CA",49700
924,95959,"Truckee-Grass Valley, CA",46020
925,95960,"Yuba City, CA",49700
926,95960,"Truckee-Grass Valley, CA",46020
927,95961,"Yuba City, CA",49700
928,95962,"Yuba City, CA",49700
929,95962,"Truckee-Grass Valley, CA",46020
930,95963,"Chico, CA",17020
931,95963,"Red Bluff, CA",39780
932,95965,"Yuba City, CA",49700
933,95965,"Chico, CA",17020
934,95966,"Yuba City, CA",49700
935,95966,"Chico, CA",17020
936,33605,"Tampa-St. Petersburg-Clearwater, FL",45300
937,37362,"Dalton, GA",19140
938,37362,"Cleveland, TN",17420
939,33606,"Tampa-St. Petersburg-Clearwater, FL",45300
940,37363,"Chattanooga, TN-GA",16860
941,37363,"Cleveland, TN",17420
942,37365,"Chattanooga, TN-GA",16860
943,23085,"Richmond, VA",40060
944,43777,"Zanesville, OH",49780
945,43777,"Columbus, OH",18140
946,43778,"Cambridge, OH",15740
947,49946,,
948,43779,,
949,23086,"Richmond, VA",40060
950,49947,,
951,43780,"Cambridge, OH",15740
952,23089,"Virginia Beach-Norfolk-Newport News, VA-NC",47260
953,23089,"Richmond, VA",40060
954,43782,"Columbus, OH",18140
955,23091,"Richmond, VA",40060
956,49948,"Houghton, MI",26340
957,23092,,
958,43783,"Columbus, OH",18140
959,43786,,
960,49950,"Houghton, MI",26340
961,49952,"Houghton, MI",26340
962,43787,"Marietta, OH",31930
963,53537,"Janesville-Beloit, WI",27500
964,61858,"Danville, IL",19180
965,61859,"Danville, IL",19180
966,61859,"Champaign-Urbana, IL",16580
967,61862,"Danville, IL",19180
968,61862,"Champaign-Urbana, IL",16580
969,61863,"Champaign-Urbana, IL",16580
970,53538,"Janesville-Beloit, WI",27500
971,53538,"Watertown-Fort Atkinson, WI",48020
972,53540,,
973,61864,"Champaign-Urbana, IL",16580
974,53541,,
975,61865,"Danville, IL",19180
976,53543,"Platteville, WI",38420
977,53543,"Madison, WI",31540
978,53544,"Madison, WI",31540
979,61866,"Champaign-Urbana, IL",16580
980,53545,"Janesville-Beloit, WI",27500
981,61870,"Terre Haute, IN",45460
982,61870,"Danville, IL",19180
983,61871,"Champaign-Urbana, IL",16580
984,61872,"Champaign-Urbana, IL",16580
985,61873,"Champaign-Urbana, IL",16580
986,61874,"Champaign-Urbana, IL",16580
987,61875,"Champaign-Urbana, IL",16580
988,53546,"Janesville-Beloit, WI",27500
989,61876,"Danville, IL",19180
990,61877,"Champaign-Urbana, IL",16580
991,61878,"Champaign-Urbana, IL",16580
992,61880,"Champaign-Urbana, IL",16580
993,53548,"Janesville-Beloit, WI",27500
994,61882,"Decatur, IL",19500
995,61882,"Champaign-Urbana, IL",16580
996,61882,"Bloomington, IL",14010
997,37714,"Knoxville, TN",28940
998,37715,"Knoxville, TN",28940
999,37715,"Middlesborough, KY",33180
1000,37715,"London, KY",30940
1001,33823,"Lakeland-Winter Haven, FL",29460
1002,37716,"Knoxville, TN",28940
1003,37719,"Knoxville, TN",28940
1004,37721,"Knoxville, TN",28940
1005,37722,"Asheville, NC",11700
1006,37722,"Sevierville, TN",42940
1007,37722,"Newport, TN",35460
1008,37722,"Morristown, TN",34100
1009,02568,"Vineyard Haven, MA",47240
1010,02571,"Barnstable Town, MA",12700
1011,02571,"Boston-Cambridge-Newton, MA-NH",14460
1012,02575,"Vineyard Haven, MA",47240
1013,02576,"Boston-Cambridge-Newton, MA-NH",14460
1014,02584,,
1015,02601,"Barnstable Town, MA",12700
1016,02630,"Barnstable Town, MA",12700
1017,02631,"Barnstable Town, MA",12700
1018,02632,"Barnstable Town, MA",12700
1019,02633,"Barnstable Town, MA",12700
1020,02635,"Barnstable Town, MA",12700
1021,02637,"Barnstable Town, MA",12700
1022,02638,"Barnstable Town, MA",12700
1023,02639,"Barnstable Town, MA",12700
1024,02641,"Barnstable Town, MA",12700
1025,02642,"Barnstable Town, MA",12700
1026,02643,"Barnstable Town, MA",12700
1027,02644,"Barnstable Town, MA",12700
1028,02645,"Barnstable Town, MA",12700
1029,02646,"Barnstable Town, MA",12700
1030,02647,"Barnstable Town, MA",12700
1031,02648,"Barnstable Town, MA",12700
1032,02649,"Barnstable Town, MA",12700
1033,02650,"Barnstable Town, MA",12700
1034,75161,"Dallas-Fort Worth-Arlington, TX",19100
1035,75163,"Corsicana, TX",18620
1036,75163,"Athens, TX",11980
1037,75164,"Dallas-Fort Worth-Arlington, TX",19100
1038,70503,"Lafayette, LA",29180
1039,80487,"Steamboat Springs, CO",44460
1040,80488,"Steamboat Springs, CO",44460
1041,80497,"Denver-Aurora-Lakewood, CO",19740
1042,80497,"Breckenridge, CO",14720
1043,70506,"Lafayette, LA",29180
1044,80498,"Edwards, CO",20780
1045,80498,"Breckenridge, CO",14720
1046,75165,"Dallas-Fort Worth-Arlington, TX",19100
1047,70507,"Lafayette, LA",29180
1048,75166,"Dallas-Fort Worth-Arlington, TX",19100
1049,75167,"Dallas-Fort Worth-Arlington, TX",19100
1050,80501,"Boulder, CO",14500
1051,80501,"Greeley, CO",24540
1052,70508,"Lafayette, LA",29180
1053,75169,"Dallas-Fort Worth-Arlington, TX",19100
1054,80503,"Boulder, CO",14500
1055,80503,"Fort Collins, CO",22660
1056,75172,"Dallas-Fort Worth-Arlington, TX",19100
1057,75173,"Dallas-Fort Worth-Arlington, TX",19100
1058,70510,"Lafayette, LA",29180
1059,75180,"Dallas-Fort Worth-Arlington, TX",19100
1060,70512,"Lafayette, LA",29180
1061,70512,"Opelousas, LA",36660
1062,70513,"Lafayette, LA",29180
1063,75181,"Dallas-Fort Worth-Arlington, TX",19100
1064,42055,"Paducah, KY-IL",37140
1065,42056,"Paducah, KY-IL",37140
1066,42058,"Paducah, KY-IL",37140
1067,42060,"Paducah, KY-IL",37140
1068,42061,"Mayfield, KY",32460
1069,42064,"Paducah, KY-IL",37140
1070,42064,"Madisonville, KY",31580
1071,48601,"Saginaw, MI",40980
1072,48601,"Bay City, MI",13020
1073,42066,"Murray, KY",34660
1074,42066,"Mayfield, KY",32460
1075,42069,"Mayfield, KY",32460
1076,42069,"Paducah, KY-IL",37140
1077,48602,"Saginaw, MI",40980
1078,27305,"Durham-Chapel Hill, NC",20500
1079,27305,"Danville, VA",19260
1080,27306,"Rockingham, NC",40460
1081,27306,"Albemarle, NC",10620
1082,27310,"Greensboro-High Point, NC",24660
1083,27310,"Winston-Salem, NC",49180
1084,27311,"Greensboro-High Point, NC",24660
1085,27311,"Danville, VA",19260
1086,27312,"Durham-Chapel Hill, NC",20500
1087,27312,"Burlington, NC",15500
1088,27313,"Greensboro-High Point, NC",24660
1089,27314,"Durham-Chapel Hill, NC",20500
1090,27315,"Danville, VA",19260
1091,27316,"Greensboro-High Point, NC",24660
1092,27316,"Durham-Chapel Hill, NC",20500
1093,27317,"Greensboro-High Point, NC",24660
1094,27320,"Greensboro-High Point, NC",24660
1095,27325,"Pinehurst-Southern Pines, NC",38240
1096,27325,"Greensboro-High Point, NC",24660
1097,27325,"Durham-Chapel Hill, NC",20500
1098,27326,"Greensboro-High Point, NC",24660
1099,27326,"Danville, VA",19260
1100,27330,"Pinehurst-Southern Pines, NC",38240
1101,27330,"Dunn, NC",20380
1102,27330,"Sanford, NC",41820
1103,27330,"Durham-Chapel Hill, NC",20500
1104,27332,"Pinehurst-Southern Pines, NC",38240
1105,27332,"Dunn, NC",20380
1106,27332,"Sanford, NC",41820
1107,27340,"Burlington, NC",15500
1108,27341,"Pinehurst-Southern Pines, NC",38240
1109,27341,"Greensboro-High Point, NC",24660
1110,27343,"Durham-Chapel Hill, NC",20500
1111,27344,"Greensboro-High Point, NC",24660
1112,27344,"Durham-Chapel Hill, NC",20500
1113,27344,"Burlington, NC",15500
1114,27349,"Durham-Chapel Hill, NC",20500
1115,27349,"Burlington, NC",15500
1116,27350,"Greensboro-High Point, NC",24660
1117,27355,"Greensboro-High Point, NC",24660
1118,27355,"Durham-Chapel Hill, NC",20500
1119,27356,"Pinehurst-Southern Pines, NC",38240
1120,27356,"Greensboro-High Point, NC",24660
1121,27357,"Greensboro-High Point, NC",24660
1122,27357,"Winston-Salem, NC",49180
1123,27358,"Greensboro-High Point, NC",24660
1124,27360,"Greensboro-High Point, NC",24660
1125,27360,"Winston-Salem, NC",49180
1126,27370,"Greensboro-High Point, NC",24660
1127,27370,"Winston-Salem, NC",49180
1128,27371,"Albemarle, NC",10620
1129,27371,"Greensboro-High Point, NC",24660
1130,27376,"Pinehurst-Southern Pines, NC",38240
1131,27377,"Greensboro-High Point, NC",24660
1132,27379,,
1133,27401,"Greensboro-High Point, NC",24660
1134,27403,"Greensboro-High Point, NC",24660
1135,27405,"Greensboro-High Point, NC",24660
1136,27406,"Greensboro-High Point, NC",24660
1137,43569,"Toledo, OH",45780
1138,43570,"Toledo, OH",45780
1139,43571,"Toledo, OH",45780
1140,43604,"Toledo, OH",45780
1141,43605,"Toledo, OH",45780
1142,43606,"Toledo, OH",45780
1143,43607,"Toledo, OH",45780
1144,41274,,
1145,41301,"Mount Sterling, KY",34460
1146,41311,,
1147,41314,,
1148,41317,,
1149,41332,,
1150,41339,,
1151,41348,,
1152,41352,,
1153,41360,"Mount Sterling, KY",34460
1154,41365,,
1155,41366,,
1156,41367,,
1157,41385,,
1158,73165,"Oklahoma City, OK",36420
1159,72002,"Little Rock-North Little Rock-Conway, AR",30780
1160,73169,"Oklahoma City, OK",36420
1161,72003,,
1162,84405,"Ogden-Clearfield, UT",36260
1163,73170,"Oklahoma City, OK",36420
1164,73173,"Oklahoma City, OK",36420
1165,73179,"Oklahoma City, OK",36420
1166,72004,"Pine Bluff, AR",38220
1167,72004,"Little Rock-North Little Rock-Conway, AR",30780
1168,72005,"Jonesboro, AR",27860
1169,84414,"Ogden-Clearfield, UT",36260
1170,72006,"Searcy, AR",42620
1171,72007,"Little Rock-North Little Rock-Conway, AR",30780
1172,72007,"Searcy, AR",42620
1173,84501,"Price, UT",39220
1174,72010,"Searcy, AR",42620
1175,84511,,
1176,72011,"Little Rock-North Little Rock-Conway, AR",30780
1177,84512,,
1178,72012,"Little Rock-North Little Rock-Conway, AR",30780
1179,72012,"Searcy, AR",42620
1180,84513,,
1181,73401,"Ardmore, OK",11620
1182,73425,"Duncan, OK",20340
1183,73425,"Ardmore, OK",11620
1184,84515,"Grand Junction, CO",24300
1185,84516,,
1186,72013,,
1187,94542,"San Francisco-Oakland-Hayward, CA",41860
1188,94544,"San Francisco-Oakland-Hayward, CA",41860
1189,94545,"San Francisco-Oakland-Hayward, CA",41860
1190,94546,"San Francisco-Oakland-Hayward, CA",41860
1191,94547,"San Francisco-Oakland-Hayward, CA",41860
1192,94548,"San Francisco-Oakland-Hayward, CA",41860
1193,94549,"San Francisco-Oakland-Hayward, CA",41860
1194,94550,"San Jose-Sunnyvale-Santa Clara, CA",41940
1195,94550,"Modesto, CA",33700
1196,94550,"San Francisco-Oakland-Hayward, CA",41860
1197,94550,"Stockton-Lodi, CA",44700
1198,94551,"San Francisco-Oakland-Hayward, CA",41860
1199,94552,"San Francisco-Oakland-Hayward, CA",41860
1200,94553,"San Francisco-Oakland-Hayward, CA",41860
1201,94553,"Vallejo-Fairfield, CA",46700
1202,94555,"San Francisco-Oakland-Hayward, CA",41860
1203,94556,"San Francisco-Oakland-Hayward, CA",41860
1204,94558,"Vallejo-Fairfield, CA",46700
1205,94558,"Santa Rosa, CA",42220
1206,94558,"Napa, CA",34900
1207,94558,"Sacramento--Roseville--Arden-Arcade, CA",40900
1208,94559,"Vallejo-Fairfield, CA",46700
1209,94559,"Santa Rosa, CA",42220
1210,94559,"Napa, CA",34900
1211,94560,"San Francisco-Oakland-Hayward, CA",41860
1212,94561,"San Francisco-Oakland-Hayward, CA",41860
1213,94561,"Sacramento--Roseville--Arden-Arcade, CA",40900
1214,94563,"San Francisco-Oakland-Hayward, CA",41860
1215,94564,"San Francisco-Oakland-Hayward, CA",41860
1216,94565,"San Francisco-Oakland-Hayward, CA",41860
1217,94565,"Vallejo-Fairfield, CA",46700
1218,94565,"Sacramento--Roseville--Arden-Arcade, CA",40900
1219,94566,"San Francisco-Oakland-Hayward, CA",41860
1220,94567,"Napa, CA",34900
1221,94567,"Sacramento--Roseville--Arden-Arcade, CA",40900
1222,94567,"Clearlake, CA",17340
1223,94568,"San Francisco-Oakland-Hayward, CA",41860
1224,94569,"San Francisco-Oakland-Hayward, CA",41860
1225,94571,"San Francisco-Oakland-Hayward, CA",41860
1226,94571,"Stockton-Lodi, CA",44700
1227,94571,"Vallejo-Fairfield, CA",46700
1228,94571,"Sacramento--Roseville--Arden-Arcade, CA",40900
1229,94572,"San Francisco-Oakland-Hayward, CA",41860
1230,42566,"Somerset, KY",43700
1231,42566,"Danville, KY",19220
